21,66,26,1228,4.5,10.6,0.42700000000000005,1.3,4.4,0.295,3.3,6.3,0.519,1.7,2.1,0.795,0.9,3.0,3.9,3.3,0.6,0.4,2.3,4.3,12.1
22,53,2,588,5.5,12.7,0.433,1.7,4.3,0.386,3.9,8.4,0.457,1.3,1.5,0.84,0.6,2.2,2.8,5.3,1.5,0.1,2.8,3.6,14.0
22,78,7,1333,3.2,8.5,0.377,0.6,2.0,0.28800000000000003,2.6,6.5,0.40399999999999997,1.0,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1.0,2.4,4.8,7.9
30,73,73,2459,7.8,16.5,0.475,1.7,4.2,0.405,6.1,12.2,0.499,4.4,5.5,0.79,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7
30,24,0,394,3.9,10.7,0.368,0.6,3.8,0.16699999999999998,3.3,6.9,0.48,2.2,2.6,0.828,1.2,4.4,5.6,5.1,1.6,0.5,1.9,4.6,10.7
23,59,18,1334,3.6,8.1,0.444,1.0,2.7,0.376,2.6,5.4,0.478,3.4,4.3,0.792,0.7,3.7,4.4,5.0,1.2,0.6,1.8,3.2,11.7
26,76,54,1986,3.8,9.7,0.39,1.4,3.9,0.36700000000000005,2.3,5.8,0.40399999999999997,1.5,1.7,0.8540000000000001,0.4,2.2,2.7,6.5,1.0,0.0,2.4,2.8,10.5
27,73,2,1248,4.2,11.2,0.374,0.7,3.2,0.23600000000000002,3.4,8.0,0.428,2.2,2.7,0.8059999999999999,0.3,3.3,3.5,5.6,1.1,0.0,2.7,3.2,11.3
28,79,79,2638,9.2,19.7,0.46799999999999997,4.4,10.8,0.41100000000000003,4.8,8.9,0.537,4.4,4.9,0.898,0.8,4.0,4.8,7.2,1.9,0.2,3.3,2.5,27.3
26,70,42,2029,6.0,12.5,0.48100000000000004,2.4,5.7,0.425,3.6,6.8,0.528,1.5,1.8,0.85,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9
23,14,0,188,6.3,12.6,0.5,2.1,5.0,0.423,4.2,7.7,0.55,0.4,1.0,0.4,0.2,1.1,1.3,5.0,0.8,0.0,2.5,2.5,15.1
29,69,68,2292,7.3,15.8,0.46,2.7,6.6,0.408,4.6,9.3,0.49700000000000005,5.0,5.8,0.8590000000000001,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2.0,22.2
29,68,64,2063,5.9,12.5,0.47600000000000003,1.3,3.1,0.41700000000000004,4.7,9.4,0.495,2.6,3.0,0.86,0.4,2.3,2.7,5.4,1.2,0.2,2.0,2.1,15.7
28,13,0,125,4.6,15.0,0.308,0.9,3.7,0.231,3.7,11.2,0.33299999999999996,2.3,2.9,0.8,0.0,3.2,3.2,4.0,2.3,0.0,2.0,5.2,12.4
24,64,1,973,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.5479999999999999,0.7,2.5,3.2,4.8,1.0,0.3,1.6,2.9,6.8
25,45,19,846,4.8,13.0,0.366,0.6,2.7,0.23399999999999999,4.1,10.3,0.401,2.5,3.3,0.753,1.0,5.5,6.5,4.8,1.6,1.0,2.8,4.3,12.6
35,41,13,539,3.7,8.9,0.41,1.3,4.3,0.313,2.3,4.7,0.5,0.7,0.8,0.917,1.0,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4
24,57,0,703,5.9,13.1,0.455,1.6,3.6,0.44299999999999995,4.4,9.5,0.45899999999999996,1.1,1.5,0.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6
32,25,0,123,6.7,17.6,0.38299999999999995,4.1,10.2,0.4,2.6,7.3,0.36,0.6,0.6,1.0,0.0,1.8,1.8,4.1,0.3,0.0,1.5,1.5,18.1
32,65,0,894,4.9,12.1,0.40299999999999997,1.9,5.2,0.375,2.9,6.9,0.424,1.3,1.6,0.8,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0
27,66,66,2176,7.4,17.1,0.434,1.7,5.1,0.335,5.7,12.0,0.47700000000000004,6.4,7.6,0.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23.0
28,3,1,71,5.6,16.2,0.344,1.0,2.5,0.4,4.6,13.7,0.33299999999999996,4.6,5.1,0.9,1.5,4.6,6.1,6.6,0.0,0.0,4.6,2.0,16.7
32,35,6,771,6.6,16.0,0.414,2.5,6.9,0.358,4.2,9.1,0.456,2.1,2.4,0.863,0.4,3.5,3.9,9.0,0.7,0.0,2.9,1.4,17.8
20,33,1,405,3.2,10.2,0.313,0.3,2.0,0.136,2.9,8.3,0.355,2.8,3.3,0.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
29,78,20,1538,4.6,12.1,0.377,2.2,6.4,0.34700000000000003,2.3,5.7,0.41200000000000003,3.1,3.8,0.8140000000000001,0.4,2.4,2.7,4.9,0.7,0.0,2.1,2.4,14.4
